from_port_code,canal_port_code,to_port_code,direction
PAROD,EGSCA,THLCH,E
PAROD,EGSCA,TWKEL,E
PAROD,EGSCA,TWKHH,E
PAROD,EGSCA,VNCMP,E
PAROD,EGSCA,VNHPH,E
PAROD,EGSCA,VNVUT,E
PLGDN,EGSCA,AEAUH,E
PLGDN,EGSCA,AEDXB,E
PLGDN,EGSCA,AEJEA,E
PLGDN,EGSCA,CNCAN,E
PLGDN,EGSCA,CNDCB,E
PLGDN,EGSCA,CNDLC,E
PLGDN,EGSCA,CNFOC,E
PLGDN,EGSCA,CNLYG,E
PLGDN,EGSCA,CNNBO,E
PLGDN,EGSCA,CNNGB,E
PLGDN,EGSCA,CNNSA,E
PLGDN,EGSCA,CNNSS,E
PLGDN,EGSCA,CNPLI,E
PLGDN,EGSCA,CNSHA,E
PLGDN,EGSCA,CNSHG,E
PLGDN,EGSCA,CNSHK,E
PLGDN,EGSCA,CNTAO,E
PLGDN,EGSCA,CNTXG,E
PLGDN,EGSCA,CNXMN,E
PLGDN,EGSCA,CNYTN,E
PLGDN,EGSCA,CNZOS,E
PLGDN,EGSCA,EGSOK,E
PLGDN,EGSCA,HKHKG,E
PLGDN,EGSCA,INNSA,E
PLGDN,EGSCA,INNSV,E
PLGDN,EGSCA,INPAV,E
PLGDN,EGSCA,IQUQR,E
PLGDN,EGSCA,JOAQJ,E
PLGDN,EGSCA,JPHKT,E
PLGDN,EGSCA,JPNGO,E
PLGDN,EGSCA,JPOSA,E
PLGDN,EGSCA,JPSDJ,E
PLGDN,EGSCA,JPSMZ,E
PLGDN,EGSCA,JPTYO,E
PLGDN,EGSCA,JPUKB,E
PLGDN,EGSCA,JPYOK,E
PLGDN,EGSCA,JPYUR,E
PLGDN,EGSCA,KRINC,E
PLGDN,EGSCA,KRKAN,E
PLGDN,EGSCA,KRPUS,E
PLGDN,EGSCA,LKCMB,E
PLGDN,EGSCA,MYPKG,E
PLGDN,EGSCA,OMSOH,E
PLGDN,EGSCA,PKBQM,E
PLGDN,EGSCA,QAHMD,E
PLGDN,EGSCA,SADMM,E
PLGDN,EGSCA,SAJED,E
PLGDN,EGSCA,SAJUB,E
PLGDN,EGSCA,SGSIN,E
PLGDN,EGSCA,THLCH,E
PLGDN,EGSCA,TWKEL,E
PLGDN,EGSCA,TWKHH,E
PLGDN,EGSCA,VNCMP,E
PLGDN,EGSCA,VNHPH,E
PLGDN,EGSCA,VNVUT,E
PTLIS,EGSCA,AEAUH,E
PTLIS,EGSCA,AEDXB,E
PTLIS,EGSCA,AEJEA,E
PTLIS,EGSCA,CNCAN,E
PTLIS,EGSCA,CNDCB,E
PTLIS,EGSCA,CNDLC,E
PTLIS,EGSCA,CNFOC,E
PTLIS,EGSCA,CNLYG,E
PTLIS,EGSCA,CNNBO,E
PTLIS,EGSCA,CNNGB,E
PTLIS,EGSCA,CNNSA,E
PTLIS,EGSCA,CNNSS,E
PTLIS,EGSCA,CNPLI,E
PTLIS,EGSCA,CNSHA,E
PTLIS,EGSCA,CNSHG,E
PTLIS,EGSCA,CNSHK,E
PTLIS,EGSCA,CNTAO,E
PTLIS,EGSCA,CNTXG,E
PTLIS,EGSCA,CNXMN,E
PTLIS,EGSCA,CNYTN,E
PTLIS,EGSCA,CNZOS,E
PTLIS,EGSCA,EGSOK,E
PTLIS,EGSCA,HKHKG,E
PTLIS,EGSCA,INNSA,E
PTLIS,EGSCA,INNSV,E
PTLIS,EGSCA,INPAV,E
PTLIS,EGSCA,IQUQR,E
PTLIS,EGSCA,JOAQJ,E
PTLIS,EGSCA,JPHKT,E
PTLIS,EGSCA,JPNGO,E
PTLIS,EGSCA,JPOSA,E
PTLIS,EGSCA,JPSDJ,E
PTLIS,EGSCA,JPSMZ,E
PTLIS,EGSCA,JPTYO,E
PTLIS,EGSCA,JPUKB,E
PTLIS,EGSCA,JPYOK,E
PTLIS,EGSCA,JPYUR,E
PTLIS,EGSCA,KRINC,E
PTLIS,EGSCA,KRKAN,E
PTLIS,EGSCA,KRPUS,E
PTLIS,EGSCA,LKCMB,E
PTLIS,EGSCA,MYPKG,E
PTLIS,EGSCA,OMSOH,E
PTLIS,EGSCA,PKBQM,E
PTLIS,EGSCA,QAHMD,E
PTLIS,EGSCA,SADMM,E
PTLIS,EGSCA,SAJED,E
PTLIS,EGSCA,SAJUB,E
PTLIS,EGSCA,SGSIN,E
PTLIS,EGSCA,THLCH,E
PTLIS,EGSCA,TWKEL,E
PTLIS,EGSCA,TWKHH,E
PTLIS,EGSCA,VNCMP,E
PTLIS,EGSCA,VNHPH,E
PTLIS,EGSCA,VNVUT,E
TGLFW,EGSCA,AEAUH,E
TGLFW,EGSCA,AEDXB,E
TGLFW,EGSCA,AEJEA,E
TGLFW,EGSCA,CNCAN,E
TGLFW,EGSCA,CNDCB,E
TGLFW,EGSCA,CNDLC,E
TGLFW,EGSCA,CNFOC,E
TGLFW,EGSCA,CNLYG,E
TGLFW,EGSCA,CNNBO,E
TGLFW,EGSCA,CNNGB,E
TGLFW,EGSCA,CNNSA,E
TGLFW,EGSCA,CNNSS,E
TGLFW,EGSCA,CNPLI,E
TGLFW,EGSCA,CNSHA,E
TGLFW,EGSCA,CNSHG,E
TGLFW,EGSCA,CNSHK,E
TGLFW,EGSCA,CNTAO,E
TGLFW,EGSCA,CNTXG,E
TGLFW,EGSCA,CNXMN,E
TGLFW,EGSCA,CNYTN,E
TGLFW,EGSCA,CNZOS,E
TGLFW,EGSCA,EGSOK,E
TGLFW,EGSCA,HKHKG,E
TGLFW,EGSCA,INNSA,E
TGLFW,EGSCA,INNSV,E
TGLFW,EGSCA,INPAV,E
TGLFW,EGSCA,IQUQR,E
TGLFW,EGSCA,JOAQJ,E
TGLFW,EGSCA,JPHKT,E
TGLFW,EGSCA,JPNGO,E
TGLFW,EGSCA,JPOSA,E
TGLFW,EGSCA,JPSDJ,E
TGLFW,EGSCA,JPSMZ,E
TGLFW,EGSCA,JPTYO,E
TGLFW,EGSCA,JPUKB,E
TGLFW,EGSCA,JPYOK,E
TGLFW,EGSCA,JPYUR,E
TGLFW,EGSCA,KRINC,E
TGLFW,EGSCA,KRKAN,E
TGLFW,EGSCA,KRPUS,E
TGLFW,EGSCA,LKCMB,E
TGLFW,EGSCA,MYPKG,E
TGLFW,EGSCA,OMSOH,E
TGLFW,EGSCA,PKBQM,E
TGLFW,EGSCA,QAHMD,E
TGLFW,EGSCA,SADMM,E
TGLFW,EGSCA,SAJED,E
TGLFW,EGSCA,SAJUB,E
TGLFW,EGSCA,SGSIN,E
TGLFW,EGSCA,THLCH,E
TGLFW,EGSCA,TWKEL,E
TGLFW,EGSCA,TWKHH,E
TGLFW,EGSCA,VNCMP,E
TGLFW,EGSCA,VNHPH,E
TGLFW,EGSCA,VNVUT,E
TRALI,EGSCA,AEAUH,E
TRALI,EGSCA,AEDXB,E
TRALI,EGSCA,AEJEA,E
TRALI,EGSCA,CNCAN,E
TRALI,EGSCA,CNDCB,E
TRALI,EGSCA,CNDLC,E
TRALI,EGSCA,CNFOC,E
TRALI,EGSCA,CNLYG,E
TRALI,EGSCA,CNNBO,E
TRALI,EGSCA,CNNGB,E
TRALI,EGSCA,CNNSA,E
TRALI,EGSCA,CNNSS,E
TRALI,EGSCA,CNPLI,E
TRALI,EGSCA,CNSHA,E
TRALI,EGSCA,CNSHG,E
TRALI,EGSCA,CNSHK,E
TRALI,EGSCA,CNTAO,E
TRALI,EGSCA,CNTXG,E
TRALI,EGSCA,CNXMN,E
TRALI,EGSCA,CNYTN,E
TRALI,EGSCA,CNZOS,E
TRALI,EGSCA,EGSOK,E
TRALI,EGSCA,HKHKG,E
TRALI,EGSCA,INNSA,E
TRALI,EGSCA,INNSV,E
TRALI,EGSCA,INPAV,E
TRALI,EGSCA,IQUQR,E
TRALI,EGSCA,JOAQJ,E
TRALI,EGSCA,JPHKT,E
TRALI,EGSCA,JPNGO,E
TRALI,EGSCA,JPOSA,E
TRALI,EGSCA,JPSDJ,E
TRALI,EGSCA,JPSMZ,E
TRALI,EGSCA,JPTYO,E
TRALI,EGSCA,JPUKB,E
TRALI,EGSCA,JPYOK,E
TRALI,EGSCA,JPYUR,E
TRALI,EGSCA,KRINC,E
TRALI,EGSCA,KRKAN,E
TRALI,EGSCA,KRPUS,E
TRALI,EGSCA,LKCMB,E
TRALI,EGSCA,MYPKG,E
TRALI,EGSCA,OMSOH,E
TRALI,EGSCA,PKBQM,E
TRALI,EGSCA,QAHMD,E
TRALI,EGSCA,SADMM,E
TRALI,EGSCA,SAJED,E
TRALI,EGSCA,SAJUB,E
TRALI,EGSCA,SGSIN,E
TRALI,EGSCA,THLCH,E
TRALI,EGSCA,TWKEL,E
TRALI,EGSCA,TWKHH,E
TRALI,EGSCA,VNCMP,E
TRALI,EGSCA,VNHPH,E
TRALI,EGSCA,VNVUT,E
TRGEM,EGSCA,AEAUH,E
TRGEM,EGSCA,AEDXB,E
TRGEM,EGSCA,AEJEA,E
TRGEM,EGSCA,CNCAN,E
TRGEM,EGSCA,CNDCB,E
TRGEM,EGSCA,CNDLC,E
TRGEM,EGSCA,CNFOC,E
TRGEM,EGSCA,CNLYG,E
TRGEM,EGSCA,CNNBO,E
TRGEM,EGSCA,CNNGB,E
TRGEM,EGSCA,CNNSA,E
TRGEM,EGSCA,CNNSS,E
TRGEM,EGSCA,CNPLI,E
TRGEM,EGSCA,CNSHA,E
TRGEM,EGSCA,CNSHG,E
TRGEM,EGSCA,CNSHK,E
TRGEM,EGSCA,CNTAO,E
TRGEM,EGSCA,CNTXG,E
TRGEM,EGSCA,CNXMN,E
TRGEM,EGSCA,CNYTN,E
TRGEM,EGSCA,CNZOS,E
TRGEM,EGSCA,EGSOK,E
TRGEM,EGSCA,HKHKG,E
TRGEM,EGSCA,INNSA,E
TRGEM,EGSCA,INNSV,E
TRGEM,EGSCA,INPAV,E
TRGEM,EGSCA,IQUQR,E
TRGEM,EGSCA,JOAQJ,E
TRGEM,EGSCA,JPHKT,E
TRGEM,EGSCA,JPNGO,E
TRGEM,EGSCA,JPOSA,E
TRGEM,EGSCA,JPSDJ,E
TRGEM,EGSCA,JPSMZ,E
TRGEM,EGSCA,JPTYO,E
TRGEM,EGSCA,JPUKB,E
TRGEM,EGSCA,JPYOK,E
TRGEM,EGSCA,JPYUR,E
TRGEM,EGSCA,KRINC,E
TRGEM,EGSCA,KRKAN,E
TRGEM,EGSCA,KRPUS,E
TRGEM,EGSCA,LKCMB,E
TRGEM,EGSCA,MYPKG,E
TRGEM,EGSCA,OMSOH,E
TRGEM,EGSCA,PKBQM,E
TRGEM,EGSCA,QAHMD,E
TRGEM,EGSCA,SADMM,E
TRGEM,EGSCA,SAJED,E
TRGEM,EGSCA,SAJUB,E
TRGEM,EGSCA,SGSIN,E
TRGEM,EGSCA,THLCH,E
TRGEM,EGSCA,TWKEL,E
TRGEM,EGSCA,TWKHH,E
TRGEM,EGSCA,VNCMP,E
TRGEM,EGSCA,VNHPH,E
TRGEM,EGSCA,VNVUT,E
TRIST,EGSCA,AEAUH,E
TRIST,EGSCA,AEDXB,E
TRIST,EGSCA,AEJEA,E
TRIST,EGSCA,CNCAN,E
TRIST,EGSCA,CNDCB,E
TRIST,EGSCA,CNDLC,E
TRIST,EGSCA,CNFOC,E
TRIST,EGSCA,CNLYG,E
TRIST,EGSCA,CNNBO,E
TRIST,EGSCA,CNNGB,E
TRIST,EGSCA,CNNSA,E
TRIST,EGSCA,CNNSS,E
TRIST,EGSCA,CNPLI,E
TRIST,EGSCA,CNSHA,E
TRIST,EGSCA,CNSHG,E
TRIST,EGSCA,CNSHK,E
TRIST,EGSCA,CNTAO,E
TRIST,EGSCA,CNTXG,E
TRIST,EGSCA,CNXMN,E
TRIST,EGSCA,CNYTN,E
TRIST,EGSCA,CNZOS,E
TRIST,EGSCA,EGSOK,E
TRIST,EGSCA,HKHKG,E
TRIST,EGSCA,INNSA,E
TRIST,EGSCA,INNSV,E
TRIST,EGSCA,INPAV,E
TRIST,EGSCA,IQUQR,E
TRIST,EGSCA,JOAQJ,E
TRIST,EGSCA,JPHKT,E
TRIST,EGSCA,JPNGO,E
TRIST,EGSCA,JPOSA,E
TRIST,EGSCA,JPSDJ,E
TRIST,EGSCA,JPSMZ,E
TRIST,EGSCA,JPTYO,E
TRIST,EGSCA,JPUKB,E
TRIST,EGSCA,JPYOK,E
TRIST,EGSCA,JPYUR,E
TRIST,EGSCA,KRINC,E
TRIST,EGSCA,KRKAN,E
TRIST,EGSCA,KRPUS,E
TRIST,EGSCA,LKCMB,E
TRIST,EGSCA,MYPKG,E
TRIST,EGSCA,OMSOH,E
TRIST,EGSCA,PKBQM,E
TRIST,EGSCA,QAHMD,E
TRIST,EGSCA,SADMM,E
TRIST,EGSCA,SAJED,E
TRIST,EGSCA,SAJUB,E
TRIST,EGSCA,SGSIN,E
TRIST,EGSCA,THLCH,E
TRIST,EGSCA,TWKEL,E
TRIST,EGSCA,TWKHH,E
TRIST,EGSCA,VNCMP,E
TRIST,EGSCA,VNHPH,E
TRIST,EGSCA,VNVUT,E
TRIZT,EGSCA,AEAUH,E
TRIZT,EGSCA,AEDXB,E
TRIZT,EGSCA,AEJEA,E
TRIZT,EGSCA,CNCAN,E
TRIZT,EGSCA,CNDCB,E
TRIZT,EGSCA,CNDLC,E
TRIZT,EGSCA,CNFOC,E
TRIZT,EGSCA,CNLYG,E
TRIZT,EGSCA,CNNBO,E
TRIZT,EGSCA,CNNGB,E
TRIZT,EGSCA,CNNSA,E
TRIZT,EGSCA,CNNSS,E
TRIZT,EGSCA,CNPLI,E
TRIZT,EGSCA,CNSHA,E
TRIZT,EGSCA,CNSHG,E
TRIZT,EGSCA,CNSHK,E
TRIZT,EGSCA,CNTAO,E
TRIZT,EGSCA,CNTXG,E
TRIZT,EGSCA,CNXMN,E
TRIZT,EGSCA,CNYTN,E
TRIZT,EGSCA,CNZOS,E
TRIZT,EGSCA,EGSOK,E
TRIZT,EGSCA,HKHKG,E
TRIZT,EGSCA,INNSA,E
TRIZT,EGSCA,INNSV,E
TRIZT,EGSCA,INPAV,E
TRIZT,EGSCA,IQUQR,E
TRIZT,EGSCA,JOAQJ,E
TRIZT,EGSCA,JPHKT,E
TRIZT,EGSCA,JPNGO,E
TRIZT,EGSCA,JPOSA,E
TRIZT,EGSCA,JPSDJ,E
TRIZT,EGSCA,JPSMZ,E
TRIZT,EGSCA,JPTYO,E
TRIZT,EGSCA,JPUKB,E
TRIZT,EGSCA,JPYOK,E
TRIZT,EGSCA,JPYUR,E
TRIZT,EGSCA,KRINC,E
TRIZT,EGSCA,KRKAN,E
TRIZT,EGSCA,KRPUS,E
TRIZT,EGSCA,LKCMB,E
TRIZT,EGSCA,MYPKG,E
TRIZT,EGSCA,OMSOH,E
TRIZT,EGSCA,PKBQM,E
TRIZT,EGSCA,QAHMD,E
TRIZT,EGSCA,SADMM,E
TRIZT,EGSCA,SAJED,E
TRIZT,EGSCA,SAJUB,E
TRIZT,EGSCA,SGSIN,E
TRIZT,EGSCA,THLCH,E
TRIZT,EGSCA,TWKEL,E
TRIZT,EGSCA,TWKHH,E
TRIZT,EGSCA,VNCMP,E
TRIZT,EGSCA,VNHPH,E
TRIZT,EGSCA,VNVUT,E
TRMER,EGSCA,AEAUH,E
TRMER,EGSCA,AEDXB,E
TRMER,EGSCA,AEJEA,E
TRMER,EGSCA,CNCAN,E
TRMER,EGSCA,CNDCB,E
TRMER,EGSCA,CNDLC,E
TRMER,EGSCA,CNFOC,E
TRMER,EGSCA,CNLYG,E
TRMER,EGSCA,CNNBO,E
TRMER,EGSCA,CNNGB,E
TRMER,EGSCA,CNNSA,E
TRMER,EGSCA,CNNSS,E
TRMER,EGSCA,CNPLI,E
TRMER,EGSCA,CNSHA,E
TRMER,EGSCA,CNSHG,E
TRMER,EGSCA,CNSHK,E
TRMER,EGSCA,CNTAO,E
TRMER,EGSCA,CNTXG,E
TRMER,EGSCA,CNXMN,E
TRMER,EGSCA,CNYTN,E
TRMER,EGSCA,CNZOS,E
TRMER,EGSCA,EGSOK,E
TRMER,EGSCA,HKHKG,E
TRMER,EGSCA,INNSA,E
TRMER,EGSCA,INNSV,E
TRMER,EGSCA,INPAV,E
TRMER,EGSCA,IQUQR,E
TRMER,EGSCA,JOAQJ,E
TRMER,EGSCA,JPHKT,E
TRMER,EGSCA,JPNGO,E
TRMER,EGSCA,JPOSA,E
TRMER,EGSCA,JPSDJ,E
TRMER,EGSCA,JPSMZ,E
TRMER,EGSCA,JPTYO,E
TRMER,EGSCA,JPUKB,E
TRMER,EGSCA,JPYOK,E
TRMER,EGSCA,JPYUR,E
TRMER,EGSCA,KRINC,E
TRMER,EGSCA,KRKAN,E
TRMER,EGSCA,KRPUS,E
TRMER,EGSCA,LKCMB,E
TRMER,EGSCA,MYPKG,E
TRMER,EGSCA,OMSOH,E
TRMER,EGSCA,PKBQM,E
TRMER,EGSCA,QAHMD,E
TRMER,EGSCA,SADMM,E
TRMER,EGSCA,SAJED,E
TRMER,EGSCA,SAJUB,E
TRMER,EGSCA,SGSIN,E
TRMER,EGSCA,THLCH,E
TRMER,EGSCA,TWKEL,E
TRMER,EGSCA,TWKHH,E
TRMER,EGSCA,VNCMP,E
TRMER,EGSCA,VNHPH,E
TRMER,EGSCA,VNVUT,E
TRTEK,EGSCA,AEAUH,E
TRTEK,EGSCA,AEDXB,E
TRTEK,EGSCA,AEJEA,E
TRTEK,EGSCA,CNCAN,E
TRTEK,EGSCA,CNDCB,E
TRTEK,EGSCA,CNDLC,E
TRTEK,EGSCA,CNFOC,E
TRTEK,EGSCA,CNLYG,E
TRTEK,EGSCA,CNNBO,E
TRTEK,EGSCA,CNNGB,E
TRTEK,EGSCA,CNNSA,E
TRTEK,EGSCA,CNNSS,E
TRTEK,EGSCA,CNPLI,E
TRTEK,EGSCA,CNSHA,E
TRTEK,EGSCA,CNSHG,E
TRTEK,EGSCA,CNSHK,E
TRTEK,EGSCA,CNTAO,E
TRTEK,EGSCA,CNTXG,E
TRTEK,EGSCA,CNXMN,E
TRTEK,EGSCA,CNYTN,E
TRTEK,EGSCA,CNZOS,E
TRTEK,EGSCA,EGSOK,E
TRTEK,EGSCA,HKHKG,E
TRTEK,EGSCA,INNSA,E
TRTEK,EGSCA,INNSV,E
TRTEK,EGSCA,INPAV,E
TRTEK,EGSCA,IQUQR,E
TRTEK,EGSCA,JOAQJ,E
TRTEK,EGSCA,JPHKT,E
TRTEK,EGSCA,JPNGO,E
TRTEK,EGSCA,JPOSA,E
TRTEK,EGSCA,JPSDJ,E
TRTEK,EGSCA,JPSMZ,E
TRTEK,EGSCA,JPTYO,E
TRTEK,EGSCA,JPUKB,E
TRTEK,EGSCA,JPYOK,E
TRTEK,EGSCA,JPYUR,E
TRTEK,EGSCA,KRINC,E
TRTEK,EGSCA,KRKAN,E
TRTEK,EGSCA,KRPUS,E
TRTEK,EGSCA,LKCMB,E
TRTEK,EGSCA,MYPKG,E
TRTEK,EGSCA,OMSOH,E
TRTEK,EGSCA,PKBQM,E
TRTEK,EGSCA,QAHMD,E
TRTEK,EGSCA,SADMM,E
TRTEK,EGSCA,SAJED,E
TRTEK,EGSCA,SAJUB,E
TRTEK,EGSCA,SGSIN,E
TRTEK,EGSCA,THLCH,E
TRTEK,EGSCA,TWKEL,E
TRTEK,EGSCA,TWKHH,E
TRTEK,EGSCA,VNCMP,E
TRTEK,EGSCA,VNHPH,E
TRTEK,EGSCA,VNVUT,E
TRYAL,EGSCA,AEAUH,E
TRYAL,EGSCA,AEDXB,E
TRYAL,EGSCA,AEJEA,E
TRYAL,EGSCA,CNCAN,E
TRYAL,EGSCA,CNDCB,E
TRYAL,EGSCA,CNDLC,E
TRYAL,EGSCA,CNFOC,E
TRYAL,EGSCA,CNLYG,E
TRYAL,EGSCA,CNNBO,E
TRYAL,EGSCA,CNNGB,E
TRYAL,EGSCA,CNNSA,E
TRYAL,EGSCA,CNNSS,E
TRYAL,EGSCA,CNPLI,E
TRYAL,EGSCA,CNSHA,E
TRYAL,EGSCA,CNSHG,E
TRYAL,EGSCA,CNSHK,E
TRYAL,EGSCA,CNTAO,E
TRYAL,EGSCA,CNTXG,E
TRYAL,EGSCA,CNXMN,E
TRYAL,EGSCA,CNYTN,E
TRYAL,EGSCA,CNZOS,E
TRYAL,EGSCA,EGSOK,E
TRYAL,EGSCA,HKHKG,E
TRYAL,EGSCA,INNSA,E
TRYAL,EGSCA,INNSV,E
TRYAL,EGSCA,INPAV,E
TRYAL,EGSCA,IQUQR,E
TRYAL,EGSCA,JOAQJ,E
TRYAL,EGSCA,JPHKT,E
TRYAL,EGSCA,JPNGO,E
TRYAL,EGSCA,JPOSA,E
TRYAL,EGSCA,JPSDJ,E
TRYAL,EGSCA,JPSMZ,E
TRYAL,EGSCA,JPTYO,E
TRYAL,EGSCA,JPUKB,E
TRYAL,EGSCA,JPYOK,E
TRYAL,EGSCA,JPYUR,E
TRYAL,EGSCA,KRINC,E
TRYAL,EGSCA,KRKAN,E
TRYAL,EGSCA,KRPUS,E
TRYAL,EGSCA,LKCMB,E
TRYAL,EGSCA,MYPKG,E
TRYAL,EGSCA,OMSOH,E
TRYAL,EGSCA,PKBQM,E
TRYAL,EGSCA,QAHMD,E
TRYAL,EGSCA,SADMM,E
TRYAL,EGSCA,SAJED,E
TRYAL,EGSCA,SAJUB,E
TRYAL,EGSCA,SGSIN,E
TRYAL,EGSCA,THLCH,E
TRYAL,EGSCA,TWKEL,E
TRYAL,EGSCA,TWKHH,E
TRYAL,EGSCA,VNCMP,E
TRYAL,EGSCA,VNHPH,E
TRYAL,EGSCA,VNVUT,E
USBAL,EGSCA,AEAUH,E
USBAL,EGSCA,AEDXB,E
USBAL,EGSCA,AEJEA,E
USBAL,EGSCA,CNCAN,E
USBAL,EGSCA,CNDCB,E
USBAL,EGSCA,CNDLC,E
USBAL,EGSCA,CNFOC,E
USBAL,EGSCA,CNLYG,E
USBAL,EGSCA,CNNBO,E
USBAL,EGSCA,CNNGB,E
USBAL,EGSCA,CNNSA,E
USBAL,EGSCA,CNNSS,E
USBAL,EGSCA,CNPLI,E
USBAL,EGSCA,CNSHA,E
USBAL,EGSCA,CNSHG,E
USBAL,EGSCA,CNSHK,E
USBAL,EGSCA,CNTAO,E
USBAL,EGSCA,CNTXG,E
USBAL,EGSCA,CNXMN,E
USBAL,EGSCA,CNYTN,E
USBAL,EGSCA,CNZOS,E
USBAL,EGSCA,EGSOK,E
USBAL,EGSCA,HKHKG,E
USBAL,EGSCA,INNSA,E
USBAL,EGSCA,INNSV,E
USBAL,EGSCA,INPAV,E
USBAL,EGSCA,IQUQR,E
USBAL,EGSCA,JOAQJ,E
USBAL,EGSCA,JPHKT,E
USBAL,EGSCA,JPNGO,E
USBAL,EGSCA,JPOSA,E
USBAL,EGSCA,JPSDJ,E
USBAL,EGSCA,JPSMZ,E
USBAL,EGSCA,JPTYO,E
USBAL,EGSCA,JPUKB,E
USBAL,EGSCA,JPYOK,E
USBAL,EGSCA,JPYUR,E
USBAL,EGSCA,KRINC,E
USBAL,EGSCA,KRKAN,E
USBAL,EGSCA,KRPUS,E
USBAL,EGSCA,LKCMB,E
USBAL,EGSCA,MYPKG,E
USBAL,EGSCA,OMSOH,E
USBAL,EGSCA,PKBQM,E
USBAL,EGSCA,QAHMD,E
USBAL,EGSCA,SADMM,E
USBAL,EGSCA,SAJED,E
USBAL,EGSCA,SAJUB,E
USBAL,EGSCA,SGSIN,E
USBAL,EGSCA,THLCH,E
USBAL,EGSCA,TWKEL,E
USBAL,EGSCA,TWKHH,E
USBAL,EGSCA,VNCMP,E
USBAL,EGSCA,VNHPH,E
USBAL,EGSCA,VNVUT,E
USBOS,EGSCA,AEAUH,E
USBOS,EGSCA,AEDXB,E
USBOS,EGSCA,AEJEA,E
USBOS,EGSCA,CNCAN,E
USBOS,EGSCA,CNDCB,E
USBOS,EGSCA,CNDLC,E
USBOS,EGSCA,CNFOC,E
USBOS,EGSCA,CNLYG,E
USBOS,EGSCA,CNNBO,E
USBOS,EGSCA,CNNGB,E
USBOS,EGSCA,CNNSA,E
USBOS,EGSCA,CNNSS,E
USBOS,EGSCA,CNPLI,E
USBOS,EGSCA,CNSHA,E
USBOS,EGSCA,CNSHG,E
USBOS,EGSCA,CNSHK,E
USBOS,EGSCA,CNTAO,E
USBOS,EGSCA,CNTXG,E
USBOS,EGSCA,CNXMN,E
USBOS,EGSCA,CNYTN,E
USBOS,EGSCA,CNZOS,E
USBOS,EGSCA,EGSOK,E
USBOS,EGSCA,HKHKG,E
USBOS,EGSCA,INNSA,E
USBOS,EGSCA,INNSV,E
USBOS,EGSCA,INPAV,E
USBOS,EGSCA,IQUQR,E
USBOS,EGSCA,JOAQJ,E
USBOS,EGSCA,JPHKT,E
USBOS,EGSCA,JPNGO,E
USBOS,EGSCA,JPOSA,E
USBOS,EGSCA,JPSDJ,E
USBOS,EGSCA,JPSMZ,E
USBOS,EGSCA,JPTYO,E
USBOS,EGSCA,JPUKB,E
USBOS,EGSCA,JPYOK,E
USBOS,EGSCA,JPYUR,E
USBOS,EGSCA,KRINC,E
USBOS,EGSCA,KRKAN,E
USBOS,EGSCA,KRPUS,E
USBOS,EGSCA,LKCMB,E
USBOS,EGSCA,MYPKG,E
USBOS,EGSCA,OMSOH,E
USBOS,EGSCA,PKBQM,E
USBOS,EGSCA,QAHMD,E
USBOS,EGSCA,SADMM,E
USBOS,EGSCA,SAJED,E
USBOS,EGSCA,SAJUB,E
USBOS,EGSCA,SGSIN,E
USBOS,EGSCA,THLCH,E
USBOS,EGSCA,TWKEL,E
USBOS,EGSCA,TWKHH,E
USBOS,EGSCA,VNCMP,E
USBOS,EGSCA,VNHPH,E
USBOS,EGSCA,VNVUT,E
USCHS,EGSCA,AEAUH,E
USCHS,EGSCA,AEDXB,E
USCHS,EGSCA,AEJEA,E
USCHS,EGSCA,CNCAN,E
USCHS,EGSCA,CNDCB,E
USCHS,EGSCA,CNDLC,E
USCHS,EGSCA,CNFOC,E
USCHS,EGSCA,CNLYG,E
USCHS,EGSCA,CNNBO,E
USCHS,EGSCA,CNNGB,E
USCHS,EGSCA,CNNSA,E
USCHS,EGSCA,CNNSS,E
USCHS,EGSCA,CNPLI,E
USCHS,EGSCA,CNSHA,E
USCHS,EGSCA,CNSHG,E
USCHS,EGSCA,CNSHK,E
USCHS,EGSCA,CNTAO,E
USCHS,EGSCA,CNTXG,E
USCHS,EGSCA,CNXMN,E
USCHS,EGSCA,CNYTN,E
USCHS,EGSCA,CNZOS,E
USCHS,EGSCA,EGSOK,E
USCHS,EGSCA,HKHKG,E
USCHS,EGSCA,INNSA,E
USCHS,EGSCA,INNSV,E
USCHS,EGSCA,INPAV,E
USCHS,EGSCA,IQUQR,E
USCHS,EGSCA,JOAQJ,E
USCHS,EGSCA,JPHKT,E
USCHS,EGSCA,JPNGO,E
USCHS,EGSCA,JPOSA,E
USCHS,EGSCA,JPSDJ,E
USCHS,EGSCA,JPSMZ,E
USCHS,EGSCA,JPTYO,E
USCHS,EGSCA,JPUKB,E
USCHS,EGSCA,JPYOK,E
USCHS,EGSCA,JPYUR,E
USCHS,EGSCA,KRINC,E
USCHS,EGSCA,KRKAN,E
USCHS,EGSCA,KRPUS,E
USCHS,EGSCA,LKCMB,E
USCHS,EGSCA,MYPKG,E
USCHS,EGSCA,OMSOH,E
USCHS,EGSCA,PKBQM,E
USCHS,EGSCA,QAHMD,E
USCHS,EGSCA,SADMM,E
USCHS,EGSCA,SAJED,E
USCHS,EGSCA,SAJUB,E
USCHS,EGSCA,SGSIN,E
USCHS,EGSCA,THLCH,E
USCHS,EGSCA,TWKEL,E
USCHS,EGSCA,TWKHH,E
