from_port_code,to_port_code,distance,eca_distance
COBUN,EGSUZ,6782,0
COBUN,ESALG,5565,519
COBUN,ESBCN,6102,519
COBUN,ESFRO,5478,340
COBUN,ESVLC,5957,519
COBUN,FRBES,5643,774
COBUN,FRDKK,5062,270
COBUN,FRFOS,6266,519
COBUN,FRLEH,5022,230
COBUN,GBFXT,5200,408
COBUN,GBLGP,5061,269
COBUN,GBSOU,4942,150
COBUN,GRPIR,7102,519
COBUN,GTPRQ,1336,0
COBUN,HKHKG,7950,0
COBUN,ILASH,7627,519
COBUN,ILHFA,8281,519
COBUN,INNSA,10791,0
COBUN,INNSV,12855,0
COBUN,INPAV,10936,0
COBUN,IQUQR,10918,0
COBUN,ITGOA,6414,519
COBUN,ITLIV,6481,519
COBUN,ITSAL,6650,522
COBUN,ITSPE,6454,519
COBUN,ITVDL,6426,519
COBUN,JOAQJ,8813,519
COBUN,JPHKT,8056,0
COBUN,JPNGO,7333,0
COBUN,JPOSA,7706,0
COBUN,JPSDJ,7684,0
COBUN,JPSMZ,7404,0
COBUN,JPTYO,7456,0
COBUN,JPUKB,7141,0
COBUN,JPYOK,8233,767
COBUN,JPYUR,7168,0
COBUN,KRINC,7198,0
COBUN,KRKAN,6892,0
COBUN,KRPUS,6814,0
COBUN,LKCMB,10790,0
COBUN,MAPTM,6086,335
COBUN,MATNG,5597,519
COBUN,MNTNG,6086,340
COBUN,MTMAR,20963,0
COBUN,MXATM,2422,578
COBUN,MXLZC,13326,0
COBUN,MXTUX,2527,578
COBUN,MXVER,2590,578
COBUN,MXZLO,2175,0
COBUN,MYPKG,9399,0
COBUN,NLRTM,5146,354
COBUN,OMSOH,10760,519
COBUN,PABLB,440,0
COBUN,PAMIT,440,0
COBUN,PAPCA,439,0
COBUN,PAPCN,439,0
COBUN,PAROD,438,0
COBUN,PKBQM,12335,0
COBUN,PLGDN,6127,354
COBUN,PTLIS,5297,673
COBUN,QAHMD,10569,0
COBUN,SADMM,10749,0
COBUN,SAJED,8244,519
COBUN,SAJUB,10785,0
COBUN,SGSIN,9285,0
COBUN,TGLFW,17475,0
COBUN,THLCH,9341,0
COBUN,TRALI,7724,519
COBUN,TRGEM,7515,519
COBUN,TRIST,7465,519
COBUN,TRIZT,7492,519
COBUN,TRMER,7702,519
COBUN,TRTEK,7550,519
COBUN,TRYAL,8178,621
COBUN,TWKEL,7623,0
COBUN,TWKHH,8925,0
COBUN,USBAL,2389,462
COBUN,USBOS,2746,738
COBUN,USCHS,1984,185
COBUN,USHOU,1945,336
COBUN,USILM,2049,224
COBUN,USJAX,1945,224
COBUN,USLAX,3359,70
COBUN,USLGB,3358,70
COBUN,USMIA,1843,31
COBUN,USMOB,1803,264
COBUN,USMSY,1975,436
COBUN,USNYC,2388,380
COBUN,USOAK,3681,461
COBUN,USORF,2217,290
COBUN,USPEF,1813,20
COBUN,USPHL,2360,433
COBUN,USSAV,1968,117
COBUN,USSEA,4434,1214
COBUN,USTIW,4435,1215
COBUN,VNCMP,8739,0
COBUN,VNHPH,8414,0
COBUN,VNVUT,8739,0
COBUN,ZAZBA,9214,370
COCNR,AEAUH,9976,62
COCNR,AEDXB,12318,656
COCNR,AEJEA,9917,62
COCNR,BEANR,4424,298
COCNR,BEZEE,4511,385
COCNR,CAHAL,2152,282
COCNR,CAPRR,4607,1481
COCNR,CASJB,2175,282
COCNR,CAVAN,4275,1215
COCNR,CNCAN,7753,656
COCNR,CNDCB,7768,656
COCNR,CNDLC,7110,656
COCNR,CNFOC,7655,656
COCNR,CNLYG,7072,656
COCNR,CNNBO,7054,656
COCNR,CNNGB,7054,656
COCNR,CNNSA,7737,656
COCNR,CNNSS,7744,656
COCNR,CNPLI,7346,656
COCNR,CNSHA,7014,656
COCNR,CNSHG,7007,656
COCNR,CNSHK,7704,656
COCNR,CNTAO,7055,656
COCNR,CNTXG,7255,656
COCNR,CNXMN,7452,656
COCNR,CNYTN,7702,656
COCNR,CNZOS,7036,656
COCNR,COBUN,716,0
COCNR,COCTG,504,0
COCNR,COSPC,1082,0
COCNR,DEBRV,4673,547
COCNR,DEHAM,4676,550
COCNR,DEWVN,4665,539
COCNR,DOCAU,541,0
COCNR,EGAKI,7652,661
COCNR,EGDAM,6786,62
COCNR,EGSCA,6066,0
COCNR,EGSOK,8284,62
COCNR,EGSUZ,6066,0
COCNR,ESALG,4986,62
COCNR,ESBCN,5523,62
COCNR,ESFRO,4812,340
COCNR,ESVLC,5378,62
COCNR,FRBES,4977,774
COCNR,FRDKK,4396,270
COCNR,FRFOS,5577,673
COCNR,FRLEH,4356,230
COCNR,GBFXT,4534,408
COCNR,GBLGP,4395,269
COCNR,GBSOU,4276,150
COCNR,GRPIR,6504,661
COCNR,GTPRQ,1176,0
COCNR,HKHKG,7703,656
COCNR,ILASH,7048,62
COCNR,ILHFA,7683,661
COCNR,INNSA,10544,656
COCNR,INNSV,12608,656
COCNR,INPAV,10689,656
COCNR,IQUQR,10349,62
COCNR,ITGOA,5733,673
COCNR,ITLIV,5800,673
COCNR,ITSAL,6016,661
COCNR,ITSPE,5776,673
COCNR,ITVDL,5745,673
COCNR,JOAQJ,8234,62
COCNR,JPHKT,7809,656
COCNR,JPNGO,7086,656
COCNR,JPOSA,7459,656
COCNR,JPSDJ,7437,656
COCNR,JPSMZ,7157,656
COCNR,JPTYO,7209,656
COCNR,JPUKB,6894,656
COCNR,JPYOK,8073,767
COCNR,JPYUR,6921,656
COCNR,KRINC,6951,656
COCNR,KRKAN,6645,656
COCNR,KRPUS,14334,0
COCNR,LKCMB,10515,62
COCNR,MAPTM,5420,335
COCNR,MATNG,4999,661
COCNR,MNTNG,5420,340
COCNR,MTMAR,20716,656
COCNR,MXATM,2103,457
COCNR,MXLZC,13079,656
COCNR,MXTUX,2208,457
COCNR,MXVER,2139,62
COCNR,MXZLO,2015,0
COCNR,MYPKG,9152,656
COCNR,NLRTM,4480,354
COCNR,OMSOH,10181,62
COCNR,PABLB,278,0
COCNR,PAMIT,276,0
COCNR,PAPCA,227,0
COCNR,PAPCN,277,0
COCNR,PAROD,278,0
COCNR,PKBQM,12088,656
COCNR,PLGDN,5461,354
COCNR,PTLIS,4581,673
COCNR,QAHMD,10113,62
COCNR,SADMM,10206,62
COCNR,SAJED,7665,62
COCNR,SAJUB,10224,62
COCNR,SGSIN,9038,656
COCNR,TGLFW,17228,656
COCNR,THLCH,9094,656
COCNR,TRALI,7126,661
COCNR,TRGEM,6917,661
COCNR,TRIST,6867,661
COCNR,TRIZT,6894,661
COCNR,TRMER,7104,661
COCNR,TRTEK,6952,661
COCNR,TRYAL,7512,621
COCNR,TWKEL,7376,656
COCNR,TWKHH,7479,656
COCNR,USBAL,1829,432
COCNR,USBOS,2188,634
COCNR,USCHS,1400,221
COCNR,USHOU,1626,215
COCNR,USILM,1452,201
COCNR,USJAX,1432,354
COCNR,USLAX,3197,71
COCNR,USLGB,3196,70
COCNR,USMIA,1127,31
COCNR,USMOB,1500,284
COCNR,USMSY,1672,456
COCNR,USNYC,1830,276
COCNR,USOAK,3521,461
COCNR,USORF,1657,260
COCNR,USPEF,1097,20
COCNR,USPHL,1800,403
COCNR,USSAV,1334,256
COCNR,USSEA,4274,1214
COCNR,USTIW,4275,1215
COCNR,VNCMP,8492,656
COCNR,VNHPH,8167,656
COCNR,VNVUT,8492,656
COCNR,ZAZBA,8630,406
COCTG,AEAUH,10015,782
COCTG,AEDXB,12318,656
COCTG,AEJEA,9956,782
COCTG,BEANR,4424,298
COCTG,BEZEE,4511,385
COCTG,CAHAL,2243,235
COCTG,CAPRR,4557,1481
COCTG,CASJB,2243,235
COCTG,CAVAN,4225,1215
COCTG,CNCAN,7753,656
COCTG,CNDCB,7768,656
COCTG,CNDLC,7110,656
COCTG,CNFOC,7655,656
COCTG,CNLYG,7072,656
COCTG,CNNBO,7054,656
COCTG,CNNGB,7054,656
COCTG,CNNSA,7737,656
COCTG,CNNSS,7744,656
COCTG,CNPLI,7346,656
COCTG,CNSHA,7014,656
COCTG,CNSHG,7007,656
COCTG,CNSHK,7704,656
COCTG,CNTAO,7055,656
COCTG,CNTXG,7255,656
COCTG,CNXMN,7452,656
COCTG,CNYTN,7702,656
COCTG,CNZOS,7036,656
COCTG,COBUN,666,0
COCTG,COCNR,504,0
COCTG,COSPC,1082,0
COCTG,DEBRV,4673,547
COCTG,DEHAM,4676,550
COCTG,DEWVN,4665,539
COCTG,DOCAU,541,0
COCTG,EGAKI,7652,661
COCTG,EGDAM,6825,782
COCTG,EGSCA,3624,945
COCTG,EGSOK,8323,782
COCTG,EGSUZ,6570,0
COCTG,ESALG,5025,782
COCTG,ESBCN,5538,661
COCTG,ESFRO,4812,340
COCTG,ESVLC,5411,661
COCTG,FRBES,4977,774
COCTG,FRDKK,4396,270
COCTG,FRFOS,5668,626
COCTG,FRLEH,4356,230
COCTG,GBFXT,4534,408
COCTG,GBLGP,4395,269
COCTG,GBSOU,4276,150
COCTG,GRPIR,6504,661
COCTG,GTPRQ,1126,0
COCTG,HKHKG,7703,656
COCTG,ILASH,7087,782
COCTG,ILHFA,7683,661
COCTG,INNSA,10544,656
COCTG,INNSV,12608,656
COCTG,INPAV,10689,656
COCTG,IQUQR,10388,782
COCTG,ITGOA,5824,626
COCTG,ITLIV,5886,661
COCTG,ITSAL,6016,661
COCTG,ITSPE,5867,626
COCTG,ITVDL,5836,626
COCTG,JOAQJ,8273,782
COCTG,JPHKT,7809,656
COCTG,JPNGO,7086,656
COCTG,JPOSA,7459,656
COCTG,JPSDJ,7437,656
COCTG,JPSMZ,7157,656
COCTG,JPTYO,7209,656
COCTG,JPUKB,6894,656
COCTG,JPYOK,8023,767
COCTG,JPYUR,6921,656
COCTG,KRINC,6951,656
COCTG,KRKAN,6645,656
COCTG,KRPUS,6567,656
COCTG,LKCMB,10543,656
COCTG,MAPTM,5420,335
COCTG,MATNG,4999,661
COCTG,MNTNG,5420,340
COCTG,MTMAR,20716,656
COCTG,MXATM,2210,578
COCTG,MXLZC,13079,656
COCTG,MXTUX,2315,578
COCTG,MXVER,2378,578
COCTG,MXZLO,1965,0
COCTG,MYPKG,9152,656
COCTG,NLRTM,4480,354
COCTG,OMSOH,10220,782
COCTG,PABLB,228,0
COCTG,PAMIT,228,0
COCTG,PAPCA,227,0
COCTG,PAPCN,227,0
COCTG,PAROD,228,0
COCTG,PKBQM,12088,656
COCTG,PLGDN,5461,354
COCTG,PTLIS,4672,626
COCTG,QAHMD,10152,782
COCTG,SADMM,10245,782
COCTG,SAJED,7704,782
COCTG,SAJUB,10263,782
COCTG,SGSIN,9038,656
COCTG,TGLFW,17228,656
COCTG,THLCH,9094,656
COCTG,TRALI,7126,661
COCTG,TRGEM,6917,661
COCTG,TRIST,6867,661
COCTG,TRIZT,6894,661
COCTG,TRMER,7104,661
COCTG,TRTEK,6952,661
COCTG,TRYAL,7512,621
COCTG,TWKEL,7376,656
COCTG,TWKHH,7479,656
COCTG,USBAL,1970,892
COCTG,USBOS,2188,634
COCTG,USCHS,1402,324
COCTG,USHOU,1733,336
COCTG,USILM,1508,430
COCTG,USJAX,1432,354
COCTG,USLAX,3147,71
COCTG,USLGB,3146,70
COCTG,USMIA,1631,31
COCTG,USMOB,1591,264
COCTG,USMSY,1763,436
COCTG,USNYC,1830,276
COCTG,USOAK,3471,461
COCTG,USORF,1798,720
COCTG,USPEF,1601,20
COCTG,USPHL,1941,863
COCTG,USSAV,1334,256
COCTG,USSEA,4224,1214
COCTG,USTIW,4225,1215
COCTG,VNCMP,8492,656
COCTG,VNHPH,8167,656
COCTG,VNVUT,8492,656
COCTG,ZAZBA,8632,509
COSPC,AEAUH,9976,62
COSPC,AEDXB,12463,1277
COSPC,AEJEA,9917,62
COSPC,BEANR,4424,298
COSPC,BEZEE,4511,385
COSPC,CAHAL,2243,235
COSPC,CAPRR,5639,1481
COSPC,CASJB,2243,235
COSPC,CAVAN,5307,1215
COSPC,CNCAN,7898,1277
COSPC,CNDCB,7913,1277
COSPC,CNDLC,7255,1277
COSPC,CNFOC,7800,1277
COSPC,CNLYG,7217,1277
COSPC,CNNBO,7199,1277
COSPC,CNNGB,7199,1277
COSPC,CNNSA,7882,1277
COSPC,CNNSS,7889,1277
COSPC,CNPLI,7491,1277
COSPC,CNSHA,7159,1277
COSPC,CNSHG,7152,1277
COSPC,CNSHK,7849,1277
COSPC,CNTAO,7200,1277
COSPC,CNTXG,7400,1277
COSPC,CNXMN,7597,1277
COSPC,CNYTN,7847,1277
COSPC,CNZOS,7181,1277
COSPC,COBUN,1748,0
COSPC,COCNR,1082,0
COSPC,COCTG,1082,0
COSPC,DEBRV,4673,547
COSPC,DEHAM,4676,550
COSPC,DEWVN,4665,539
COSPC,DOCAU,541,0
COSPC,EGAKI,7652,661
COSPC,EGDAM,6786,62
COSPC,EGSCA,3624,945
COSPC,EGSOK,8284,62
COSPC,EGSUZ,6664,62
COSPC,ESALG,4986,62
COSPC,ESBCN,5523,62
COSPC,ESFRO,4812,340
COSPC,ESVLC,5378,62
COSPC,FRBES,4977,774
COSPC,FRDKK,4396,270
COSPC,FRFOS,5668,626
COSPC,FRLEH,4356,230
COSPC,GBFXT,4534,408
COSPC,GBLGP,4395,269
COSPC,GBSOU,4276,150
COSPC,GRPIR,6504,661
COSPC,GTPRQ,2208,0
COSPC,HKHKG,7848,1277
COSPC,ILASH,7048,62
COSPC,ILHFA,7683,661
COSPC,INNSA,10689,1277
COSPC,INNSV,12753,1277
COSPC,INPAV,10834,1277
COSPC,IQUQR,10349,62
COSPC,ITGOA,5822,62
COSPC,ITLIV,5834,436
COSPC,ITSAL,6016,661
COSPC,ITSPE,5865,62
COSPC,ITVDL,5834,62
COSPC,JOAQJ,8234,62
COSPC,JPHKT,7954,1277
COSPC,JPNGO,7231,1277
COSPC,JPOSA,7604,1277
COSPC,JPSDJ,7582,1277
COSPC,JPSMZ,7302,1277
COSPC,JPTYO,7354,1277
COSPC,JPUKB,7039,1277
COSPC,JPYOK,8973,1277
COSPC,JPYUR,7066,1277
COSPC,KRINC,7096,1277
COSPC,KRKAN,6790,1277
COSPC,KRPUS,6712,1277
COSPC,LKCMB,10515,62
COSPC,MAPTM,5420,335
COSPC,MATNG,4999,661
COSPC,MNTNG,5420,340
COSPC,MTMAR,20861,1277
COSPC,MXATM,2369,62
COSPC,MXLZC,13224,1277
COSPC,MXTUX,2276,62
COSPC,MXVER,2139,62
COSPC,MXZLO,3047,0
COSPC,MYPKG,9297,1277
COSPC,NLRTM,4480,354
COSPC,OMSOH,10181,62
COSPC,PABLB,1310,0
COSPC,PAMIT,1310,0
COSPC,PAPCA,227,0
COSPC,PAPCN,1309,0
COSPC,PAROD,1310,0
COSPC,PKBQM,12233,1277
COSPC,PLGDN,5461,354
COSPC,PTLIS,4672,626
COSPC,QAHMD,10113,62
COSPC,SADMM,10206,62
COSPC,SAJED,7665,62
COSPC,SAJUB,10224,62
COSPC,SGSIN,9183,1277
COSPC,TGLFW,17373,1277
COSPC,THLCH,9239,1277
COSPC,TRALI,7126,661
COSPC,TRGEM,6917,661
COSPC,TRIST,6867,661
COSPC,TRIZT,6894,661
COSPC,TRMER,7104,661
COSPC,TRTEK,6952,661
COSPC,TRYAL,7512,621
COSPC,TWKEL,7521,1277
COSPC,TWKHH,7624,1277
COSPC,USBAL,1970,892
COSPC,USBOS,2250,1172
COSPC,USCHS,1407,228
COSPC,USHOU,2631,1553
COSPC,USILM,1508,430
COSPC,USJAX,1432,354
COSPC,USLAX,4229,71
COSPC,USLGB,4228,70
COSPC,USMIA,1127,31
COSPC,USMOB,2582,284
COSPC,USMSY,2754,456
COSPC,USNYC,1975,897
COSPC,USOAK,4553,461
COSPC,USORF,1798,720
COSPC,USPEF,1689,611
COSPC,USPHL,1941,863
COSPC,USSAV,1334,256
COSPC,USSEA,5306,1214
COSPC,USTIW,5307,1215
COSPC,VNCMP,8637,1277
COSPC,VNHPH,8312,1277
COSPC,VNVUT,8637,1277
COSPC,ZAZBA,8632,509
DEBRV,AEAUH,6532,582
DEBRV,AEDXB,11233,582
DEBRV,AEJEA,6473,582
DEBRV,BEANR,264,264
DEBRV,BEZEE,277,277
DEBRV,CAHAL,2938,980
DEBRV,CAPRR,9230,2028
DEBRV,CASJB,3133,1500
DEBRV,CAVAN,8898,1762
DEBRV,CNCAN,9341,2165
DEBRV,CNDCB,9356,2165
DEBRV,CNDLC,8698,2165
DEBRV,CNFOC,9243,2165
DEBRV,CNLYG,8660,2165
DEBRV,CNNBO,8642,2165
DEBRV,CNNGB,8642,2165
DEBRV,CNNSA,9325,2165
DEBRV,CNNSS,9332,2165
DEBRV,CNPLI,8934,2165
DEBRV,CNSHA,8602,2165
DEBRV,CNSHG,8595,2165
DEBRV,CNSHK,9292,2165
DEBRV,CNTAO,8643,2165
DEBRV,CNTXG,8843,2165
DEBRV,CNXMN,9040,2165
DEBRV,CNYTN,9290,2165
DEBRV,CNZOS,8624,2165
DEBRV,COBUN,5339,547
DEBRV,COCNR,4673,547
DEBRV,COCTG,4673,547
DEBRV,COSPC,4673,547
DEBRV,DEHAM,13,13
DEBRV,DEWVN,127,127
DEBRV,DOCAU,4210,556
DEBRV,EGAKI,4194,587
DEBRV,EGDAM,3342,582
DEBRV,EGSCA,3220,582
DEBRV,EGSOK,4840,582
DEBRV,EGSUZ,3220,582
DEBRV,ESALG,1542,582
DEBRV,ESBCN,2079,582
DEBRV,ESFRO,933,587
DEBRV,ESVLC,1934,582
DEBRV,FRBES,724,647
DEBRV,FRDKK,323,323
DEBRV,FRFOS,2243,582
DEBRV,FRLEH,418,418
DEBRV,GBFXT,250,250
DEBRV,GBLGP,289,289
DEBRV,GBSOU,397,397
DEBRV,GRPIR,3046,587
DEBRV,GTPRQ,5799,547
DEBRV,HKHKG,9291,2165
DEBRV,ILASH,3604,582
DEBRV,ILHFA,4225,587
DEBRV,INNSA,7962,582
DEBRV,INNSV,11523,582
DEBRV,INPAV,8077,582
DEBRV,IQUQR,6905,582
DEBRV,ITGOA,2391,582
DEBRV,ITLIV,2428,587
DEBRV,ITSAL,2645,582
DEBRV,ITSPE,2431,582
DEBRV,ITVDL,2403,582
DEBRV,JOAQJ,4790,582
DEBRV,JPHKT,9397,2165
DEBRV,JPNGO,8674,2165
DEBRV,JPOSA,9047,2165
DEBRV,JPSDJ,9025,2165
DEBRV,JPSMZ,8745,2165
DEBRV,JPTYO,8797,2165
DEBRV,JPUKB,8482,2165
DEBRV,JPYOK,10416,2165
DEBRV,JPYUR,8509,2165
DEBRV,KRINC,8539,2165
DEBRV,KRKAN,8233,2165
DEBRV,KRPUS,8155,2165
DEBRV,LKCMB,7071,582
DEBRV,MAPTM,1541,582
DEBRV,MATNG,1541,587
DEBRV,MNTNG,1541,587
DEBRV,MTMAR,19631,582
DEBRV,MXATM,5338,589
DEBRV,MXLZC,14667,2165
DEBRV,MXTUX,5340,589
DEBRV,MXVER,5330,589
DEBRV,MXZLO,6638,547
DEBRV,MYPKG,8137,582
DEBRV,NLRTM,227,227
DEBRV,OMSOH,6737,582
DEBRV,PABLB,4901,547
DEBRV,PAMIT,4901,547
DEBRV,PAPCA,4900,547
DEBRV,PAPCN,4900,547
DEBRV,PAROD,4901,547
DEBRV,PKBQM,11003,582
DEBRV,PLGDN,835,835
DEBRV,PTLIS,1299,634
DEBRV,QAHMD,6669,582
DEBRV,SADMM,6762,582
DEBRV,SAJED,4221,582
DEBRV,SAJUB,6780,582
DEBRV,SGSIN,7953,582
DEBRV,TGLFW,16143,582
DEBRV,THLCH,8731,582
DEBRV,TRALI,3668,587
DEBRV,TRGEM,3459,587
DEBRV,TRIST,3409,587
DEBRV,TRIZT,3436,587
DEBRV,TRMER,3646,587
DEBRV,TRTEK,3494,587
DEBRV,TRYAL,3406,641
DEBRV,TWKEL,8964,2165
DEBRV,TWKHH,9067,2165
DEBRV,USBAL,3781,2148
DEBRV,USBOS,3776,2143
DEBRV,USCHS,3986,967
DEBRV,USHOU,5225,911
DEBRV,USILM,3910,2277
DEBRV,USJAX,4063,2430
DEBRV,USLAX,7820,618
DEBRV,USLGB,7819,617
DEBRV,USMIA,4282,620
DEBRV,USMOB,5012,884
DEBRV,USMSY,4904,785
DEBRV,USNYC,3598,957
DEBRV,USOAK,8144,1008
DEBRV,USORF,3726,819
DEBRV,USPEF,3752,921
DEBRV,USPHL,3538,1905
DEBRV,USSAV,4090,994
DEBRV,USSEA,8897,1761
DEBRV,USTIW,8898,1762
DEBRV,VNCMP,8531,582
DEBRV,VNHPH,9275,582
DEBRV,VNVUT,8531,582
DEBRV,ZAZBA,11140,2462
DEHAM,AEAUH,6535,585
DEHAM,AEDXB,11236,585
DEHAM,AEJEA,6476,585
DEHAM,BEANR,267,267
DEHAM,BEZEE,347,347
DEHAM,CAHAL,2844,1211
DEHAM,CAPRR,9233,2031
DEHAM,CASJB,3120,1487
DEHAM,CAVAN,8901,1765
DEHAM,CNCAN,9328,2152
DEHAM,CNDCB,9343,2152
DEHAM,CNDLC,8685,2152
DEHAM,CNFOC,9230,2152
DEHAM,CNLYG,8647,2152
DEHAM,CNNBO,8629,2152
DEHAM,CNNGB,8629,2152
DEHAM,CNNSA,9312,2152
DEHAM,CNNSS,9319,2152
DEHAM,CNPLI,8921,2152
DEHAM,CNSHA,8589,2152
DEHAM,CNSHG,8582,2152
DEHAM,CNSHK,9279,2152
DEHAM,CNTAO,8630,2152
DEHAM,CNTXG,8830,2152
DEHAM,CNXMN,9027,2152
DEHAM,CNYTN,9277,2152
DEHAM,CNZOS,8611,2152
DEHAM,COBUN,5342,550
DEHAM,COCNR,4676,550
DEHAM,COCTG,4676,550
DEHAM,COSPC,4676,550
DEHAM,DEBRV,13,13
DEHAM,DEWVN,114,114
DEHAM,DOCAU,4213,559
DEHAM,EGAKI,4197,590
DEHAM,EGDAM,3345,585
DEHAM,EGSCA,3620,632
DEHAM,EGSOK,4843,585
DEHAM,EGSUZ,3620,632
DEHAM,ESALG,1618,595
DEHAM,ESBCN,2082,585
DEHAM,ESFRO,936,590
DEHAM,ESVLC,1937,585
DEHAM,FRBES,727,650
DEHAM,FRDKK,326,326
DEHAM,FRFOS,2246,585
DEHAM,FRLEH,421,421
DEHAM,GBFXT,360,360
DEHAM,GBLGP,291,291
DEHAM,GBSOU,400,400
DEHAM,GRPIR,3049,590
DEHAM,GTPRQ,5802,550
DEHAM,HKHKG,9278,2152
DEHAM,ILASH,3607,585
DEHAM,ILHFA,4228,590
DEHAM,INNSA,7965,585
DEHAM,INNSV,11526,585
DEHAM,INPAV,8080,585
DEHAM,IQUQR,6908,585
DEHAM,ITGOA,2394,585
DEHAM,ITLIV,2431,590
DEHAM,ITSAL,2648,585
DEHAM,ITSPE,2434,585
DEHAM,ITVDL,2406,585
DEHAM,JOAQJ,4793,585
DEHAM,JPHKT,9384,2152
DEHAM,JPNGO,8661,2152
DEHAM,JPOSA,9034,2152
DEHAM,JPSDJ,9012,2152
DEHAM,JPSMZ,8732,2152
DEHAM,JPTYO,8784,2152
DEHAM,JPUKB,8469,2152
DEHAM,JPYOK,10403,2152
DEHAM,JPYUR,8496,2152
DEHAM,KRINC,8526,2152
DEHAM,KRKAN,8220,2152
DEHAM,KRPUS,14365,595
DEHAM,LKCMB,7074,585
DEHAM,MAPTM,1544,585
DEHAM,MATNG,1594,595
DEHAM,MNTNG,1544,590
DEHAM,MTMAR,19634,585
DEHAM,MXATM,5193,2127
DEHAM,MXLZC,14654,2152
DEHAM,MXTUX,5343,942
DEHAM,MXVER,5334,942
DEHAM,MXZLO,6641,550
DEHAM,MYPKG,8140,585
DEHAM,NLRTM,230,230
DEHAM,OMSOH,6740,585
DEHAM,PABLB,4904,550
DEHAM,PAMIT,4904,550
DEHAM,PAPCA,4903,550
DEHAM,PAPCN,4903,550
DEHAM,PAROD,4904,550
DEHAM,PKBQM,11006,585
DEHAM,PLGDN,822,822
DEHAM,PTLIS,1302,637
DEHAM,QAHMD,6672,585
DEHAM,SADMM,6765,585
DEHAM,SAJED,4224,585
DEHAM,SAJUB,6783,585
DEHAM,SGSIN,12008,942
DEHAM,TGLFW,16146,585
DEHAM,THLCH,8734,585
DEHAM,TRALI,3671,590
DEHAM,TRGEM,3462,590
DEHAM,TRIST,3412,590
DEHAM,TRIZT,3439,590
DEHAM,TRMER,3649,590
DEHAM,TRTEK,3497,590
DEHAM,TRYAL,3398,597
DEHAM,TWKEL,8951,2152
DEHAM,TWKHH,9054,2152
DEHAM,USBAL,3768,2135
DEHAM,USBOS,3763,2130
DEHAM,USCHS,3989,1006
DEHAM,USHOU,5265,620
DEHAM,USILM,3897,2264
DEHAM,USJAX,4050,2417
DEHAM,USLAX,7823,621
DEHAM,USLGB,7822,620
DEHAM,USMIA,4295,633
DEHAM,USMOB,5014,886
DEHAM,USMSY,4907,788
DEHAM,USNYC,3571,1073
DEHAM,USOAK,8147,1011
DEHAM,USORF,3643,851
DEHAM,USPEF,4295,1061
DEHAM,USPHL,3525,1892
DEHAM,USSAV,4054,1061
DEHAM,USSEA,8900,1764
DEHAM,USTIW,8901,1765
DEHAM,VNCMP,8534,585
DEHAM,VNHPH,9278,585
DEHAM,VNVUT,8534,585
DEHAM,ZAZBA,11127,2449
DEWVN,AEAUH,6524,574
DEWVN,AEDXB,11225,574
DEWVN,AEJEA,6465,574
DEWVN,BEANR,279,279
DEWVN,BEZEE,235,235
DEWVN,CAHAL,2895,1230
DEWVN,CAPRR,9222,2020
DEWVN,CASJB,3171,1506
DEWVN,CAVAN,8890,1754
DEWVN,CNCAN,9379,2171
DEWVN,CNDCB,9394,2171
DEWVN,CNDLC,8736,2171
DEWVN,CNFOC,9281,2171
DEWVN,CNLYG,8698,2171
DEWVN,CNNBO,8680,2171
DEWVN,CNNGB,8680,2171
DEWVN,CNNSA,9355,574
DEWVN,CNNSS,9370,2171
DEWVN,CNPLI,8972,2171
DEWVN,CNSHA,8640,2171
DEWVN,CNSHG,8633,2171
DEWVN,CNSHK,9330,2171
DEWVN,CNTAO,8681,2171
DEWVN,CNTXG,8881,2171
DEWVN,CNXMN,9078,2171
DEWVN,CNYTN,9328,2171
DEWVN,CNZOS,8662,2171
DEWVN,COBUN,5331,539
DEWVN,COCNR,4665,539
DEWVN,COCTG,4665,539
DEWVN,COSPC,4665,539
DEWVN,DEBRV,127,127
DEWVN,DEHAM,114,114
DEWVN,DOCAU,4202,548
DEWVN,EGAKI,4186,579
DEWVN,EGDAM,3334,574
DEWVN,EGSCA,3212,574
DEWVN,EGSOK,4832,574
DEWVN,EGSUZ,3212,574
DEWVN,ESALG,1538,573
DEWVN,ESBCN,2071,574
DEWVN,ESFRO,925,579
DEWVN,ESVLC,1926,574
DEWVN,FRBES,682,605
DEWVN,FRDKK,281,281
DEWVN,FRFOS,2235,574
DEWVN,FRLEH,423,423
DEWVN,GBFXT,306,306
DEWVN,GBLGP,296,296
DEWVN,GBSOU,404,404
DEWVN,GRPIR,3038,579
DEWVN,GTPRQ,5791,539
DEWVN,HKHKG,9329,2171
DEWVN,ILASH,3596,574
DEWVN,ILHFA,4217,579
DEWVN,INNSA,7954,574
DEWVN,INNSV,11515,574
DEWVN,INPAV,8069,574
DEWVN,IQUQR,6897,574
DEWVN,ITGOA,2383,574
DEWVN,ITLIV,2420,579
DEWVN,ITSAL,2637,574
DEWVN,ITSPE,2423,574
DEWVN,ITVDL,2395,574
DEWVN,JOAQJ,4782,574
DEWVN,JPHKT,9435,2171
DEWVN,JPNGO,8712,2171
DEWVN,JPOSA,9085,2171
DEWVN,JPSDJ,9063,2171
DEWVN,JPSMZ,8783,2171
DEWVN,JPTYO,8835,2171
DEWVN,JPUKB,8520,2171
DEWVN,JPYOK,10454,2171
DEWVN,JPYUR,8547,2171
